ID,Text,Labels
5241,孤单的时候找小师妹，小师妹装骗子跟你玩儿～ __eou__ 我想念小雅妹子了 __eou__ 哈哈哈～都没见过我的男神呢～ __eou__ 有机会一定要赶快见到善良可爱美丽的小雅妹子,1312
5242,安总吉祥，给安总请安了 __eou__ 哟李处，您很少露面儿啊，现在用繁体了？ __eou__ 继续给安总请安，繁体字是我用来装文化人的。安总晚安。 __eou__ 热爱繁体字~美得庄重；李处一向可好吗？再有几年，就该称呼李副局了哦？,2622
5243,因为他还不想和我在一起 __eou__ 也许就是不爱了，没有还不还 __eou__ 是吧，不重要了 __eou__ 开心就好，毕竟小哥哥多的是 __eou__ 给你说的，贼拉拉开心 __eou__ 好了，小礼物走一波吧 __eou__ 这么突然的吗！你想给我激动死？,3331111
5244,飞机上气压比较低吧，盒子里面空气稀薄一点到地面上外界大气压比较大打不开！真空是不可能的！你用吹风机吹试试 __eou__ 领教了一直在用吹风机，但是没用啊，都烫手了 __eou__ 估计不是大气压问题了，气压应该没这么大！加热，放冰箱热胀冷缩试试！ __eou__ 我这里没有冰箱吹风机一直在吹没用啊,6666
5245,很负责任的告诉你真的是一个人（我在这家公司上过班 __eou__ 事主都表示不是一个人了，你这么诬赖人家算造谣吗？ __eou__ 你要这么说我也没办法呀要不要去问问老板娘肖瑶？？ __eou__ 关老板娘什么事啊，谁主张谁举证，你自己说是小互空口无凭啊，现在当事人说不是她了请拿出你的证据,6535
5246,本该长在他们身上的都被你吸走了 __eou__ 是的以前还有点身高差，现在跟我和他们差不多高了 __eou__ 女的也高了挺好看的 __eou__ 所以我现在才这么心平气和的说出来，我的青春啊,6623
5247,你长的越来越像你妈了 __eou__ 你直接说我越来越胖不得了 __eou__ 不是胖，是越来越像你妈了 __eou__ 就说好看还是不好看吧！,6566
5248,我喜欢你固定照片的 __eou__ 哈哈哈哈什么是固定的照片每次都发一样的吗哈哈哈 __eou__ 就是那几个固定照片的架子（不知道叫啥） __eou__ 应该是照片夹吧我忘记名字了淘宝有卖,2166
5249,我跟你在一个地方读书骄傲 __eou__ 都是从山里走出去的厉害！ __eou__ 哈哈哎呀你莫跑题我在高级的夸你 __eou__ 哈哈哈不行不行的不够高级 __eou__ 好的请你多多发照我努力更加高级,22212
5250,看起来都好好吃啥时候带我吃 __eou__ 就是上次我们去吃食间我差点走错的那家哈哈 __eou__ 看起来好棒啊哦对了可以来我家住 __eou__ 下次带你吃好啊好啊开星！,2121
5251,第二张和你太像啦 __eou__ 我更瘦一点吧 __eou__ 哈哈，没错，只要你以后不发福 __eou__ 哎呀，要死要死，那不会啦,6616
5252,啊！婚了小妖精～幸福幸福！ __eou__ 雪松，你都婚了发昏吧 __eou__ 我不是雪松！！ __eou__ 雪松和你，少打个字哈哈,2651
5253,你挺搞笑的人多就是对吗？八国联军人也挺多的对吗？ __eou__ 人多？嗨氏粉丝多吧，服了人楚河没证据你们骂有证据你们也骂，搞不懂你们是不是嗨氏黑粉 __eou__ 你所谓的证据是？以前的黑料？这是你们所谓的证据吗？你忘了这件事是怎么开始得了吧朋友 __eou__ 还有我不是任何人的粉丝，也不是支持谁，只不过搞不懂嗨氏能有这么多黑粉也不容易,5555
5254,呵呵，拨了放冰箱冷冻室，随便什么时候拿出来就和新鲜的一样 __eou__ 对头，我很爱吃！ __eou__ 嘻嘻，等明天我也买点回来放起 __eou__ 真的要下市了哦，煮白水也好吃，炖汤放半个汤更鲜 __eou__ 难得遇到那种很嫩的 __eou__ 现在市场上很多的！都是什么高山上贩卖到城里来的 __eou__ 还是那种农民种的好吃些 __eou__ 这不是农民种的还是大棚里的？,62126626
5255,我睇唔明，什么意思，讲来听听 __eou__ 不能说会引来公愤的 __eou__ 系唔系关于恒大噶 __eou__ 都说不能说咯 __eou__ 甘你又打出黎，我好奇心好重噶,64643
5256,照片不错，颜色漂亮——重点误！！！哈哈哈哈哈哈 __eou__ 照片今天早上拍的，看着好美，就留下来了 __eou__ 确实美！！！你失恋了？？ __eou__ 想多了都没恋哪来的失恋只是不知道自己到底想要的是什么,1223
5257,北京发来贺电！！ __eou__ 谢谢首都人民的关心，我们一定会高举社会主义旗帜，做好防寒工作，哈哈！ __eou__ 嗯嗯嗯晚上抱着妹子取暖哈 __eou__ 嗯嗯嗯，嘿嘿，好的,2111
5258,我也觉得，一个劲儿的和井宝，柏霖撒娇，还问人家会不会送她生日礼物，也是醉看来为了帮娜扎洗白，节目组也是用心 __eou__ 这阴谋论厉害了，娜扎脑子没你好 __eou__ 我脑子比你好就行 __eou__ 肯定比我好，要不然能想出这阴谋论，论心机谁能如你,5555
5259,啊你们还是去看电影了呀???这么冷的天 __eou__ 哈哈是呀我太想看了~ __eou__ 哈哈??好看吗 __eou__ 好看！很温暖。我都看哭了,6112
5260,美人！！！！！你不要走！！！！！ __eou__ 还不快来找我！ __eou__ 还没有接到通知！！！！宝宝好着急！！！ __eou__ 没事没事有些学校出的晚,4646
5261,为啥我一听这音乐就有一种莫名的悲伤 __eou__ 你没看泰囧？这么欢乐 __eou__ 看了，所以才说是莫名 __eou__ 哈哈哈，猴哥最近比较感伤么,3131
5262,太恐怖了！差点就要买买买了～哈哈哈哈 __eou__ 我昨晚睡前好像买了个电动牙刷，醒了赶紧打开淘宝，我昨晚真的买了个电动牙刷 __eou__ 我在琪琪那买了一个电动牙刷??挺好用的你那个用完可以在她那买一个用用 __eou__ 买了个入门的，好用的话准备买飞利浦9362,1626
5263,你是有多不满意你现在的长相啊 __eou__ 你的长相我就很满意 __eou__ 上一条是申部长夫人用我手机回复的 __eou__ 部长夫人长得很立体啊，也美的。,5262
5264,我也超想念，一起写写作业，唠一唠。现在我们都很少在宿舍了 __eou__ 尤其是说人家坏话的时候最嗨！ __eou__ 是啊，笑死，发现几有天分 __eou__ 感觉我们就是皆大欢喜那几个女人！,3111
5265,哇塞第一个图的宝宝好可爱 __eou__ 555…所以图5宝宝不可爱了吗？ __eou__ 可爱啊！都可爱…人家比较喜欢女宝宝 __eou__ 哈哈哈，我就是可爱的女宝宝啊,2321
5266,对女的是很好 __eou__ 那只是表面，只会让社会企业更加不要女员工 __eou__ 这个我们晚上也是在谈过????而且现在很多公司都不想请差不多到结婚年龄的员工 __eou__ 是的，企业成本太高了，只会更加歧视女员工，也有可能以后会变相压低工资之类的 __eou__ 所以这些政策有坏有好。??不过好像婚假是减少了。,25555
5267,"我来看望你，你是在医院还是？ __eou__ 没有住院哈,小手术~就是做完了以后手需要架起了固定住~时间长了就很难受~ __eou__ 那我到哪里看望你也？ __eou__ 呵呵~谢谢了没有很严重哈~不用那么麻烦哈~你什么时候照结婚照啊？",6361
5268,这不会是欧台给你的吧 __eou__ 呦，被你发现啦，上次一起喝咖啡时，他看我这么喜欢他们台，就送了我这个 __eou__ 我猜外面的那层黄色应该是真金的 __eou__ 别说出来，低调点，下次回来让你摸摸,6666
5269,爸爸听到他说他不喜欢我但是爸爸不明白他为什么总找我 __eou__ 男生好面子，总喜欢和朋友说自己不喜欢谁谁谁，其实爱的比谁都厉害，我就是这种人 __eou__ 那他这么说会错过我我的直觉也告诉我他在拿我当备胎 __eou__ 你可以直接给他表白，让他给你一个痛快，总比自己天天憋屈好的多 __eou__ 算了吧我觉得他能说出来就不怕我伤心 __eou__ 那就换个人喜欢吧，例如我,363636
5270,小手术，不过后续还有可能复发的，最好穿宽松的鞋，不要问我怎么知道，我没得过！ __eou__ 我已经反复复发了，很可怕 __eou__ 可以尝试鸡眼贴，过程稍微痛苦，但是根除后一般不复发！ __eou__ 现在都是包的药，我已经打拐了两天了，脚疼 __eou__ 嗯嗯，最后你会发现鸡眼是一个从肉里长出来的肉芽，连根拔起那一刻钻心的疼，然后就好了 __eou__ 想想都疼啊我的天我好害怕,646544
5271,嗯？怎么说呢？我觉得我好像来到了国家2a级景区，这个仙女好漂酿啊，我是你的小粉丝 __eou__ 啊哈哈哈哈哈戏太过了！！ __eou__ 啊哈哈，好尴尬哦，我的球，早安。今天也要是元气少女，晚点给你推送点阴阳干货。 __eou__ 好！！等你～ __eou__ 嗯嗯，早上满课的我还赖在床上，暴风哭泣般起不来（坐地上嘟嘴.gif）,21213
5272,佛脚不是每个人都可以随便抱的，佛祖说：我已戒色几千年。 __eou__ 靠，这个和色没有关系好不好 __eou__ 佛祖是不轻易接近女色的，你愿意抱脚，他还不愿意呢 __eou__ 佛也不愿意给你抱，我要睡了，明天，我要fight，欧巴为我加油。,6552
5273,我也链接不到啊 __eou__ 难道大家都一样！！！我这两天不行链接，神烦~ __eou__ 是啊说连接不到难道我不是一个人 __eou__ 原来我们都一样。原来appstore真的已死啊~烦躁！！我下载的材料一直闪退！！！ __eou__ 是发生了神马事情,35356
5274,我坚持不到最后… __eou__ 坚持吧你！十分精彩~ __eou__ 不大会看~还是看羽毛球比较有耐性！ __eou__ 呵呵~都涉猎下嘛，好多靓仔的 __eou__ 澳洲啊！靓极都冇用啦，得个睇！~,32626
5275,你也看法网狙击啊~哦哈哈 __eou__ 一般配角的戏份突然增多，那真是离死不远了。 __eou__ 哈哈，那是tvb的典型拍摄手法~不过tvb一天一集我已经知足了，相对于冬歇的美剧，一周一集的韩剧== __eou__ 美剧冬歇期甚是蛋疼。以前看下一站幸福的时候也是一周一集，所以我觉得tvb也确实好很多了。,1612
5276,我也超想吃~哈哈~ __eou__ 你又在烦恼什么哦！你讨厌的人不是已经调了吗 __eou__ 随便写写呀~抒发下感情~哈哈 __eou__ 别烦了别烦了！你啊无空搓！东烦烦西烦烦！,1515
5277,帮我传句话，师母生日要快乐， __eou__ 啊！称呼错了，是师祖母，我的夫人才叫师母 __eou__ 不是说你妈生日啊 __eou__ 就是我妈妈，但你称呼错了！师母或师娘，都是对老师的老婆的称呼啊！你语文不过关,2666
5278,都煮熟了还能跳起来，神奇。 __eou__ 万一它是生的呢 __eou__ 生的我一口下肚也会狗带。 __eou__ 没事，阁下如果不能吃生鲜类的话，我们新品还有熟食喔，说不定也会美味得让你发现新大陆,6662
5279,好的！看吧～我同意 __eou__ 好想要个阿泽啊 __eou__ 亲爱捏菲菲～你会遇到你的阿泽的 __eou__ 哈哈哈哈哈，难上加难，遇到男朋友很难，遇到阿泽一样的男朋友更难,2221
5280,推荐christine，这首歌的法语版 __eou__ 听啦都好听可是为什么现在没新歌我还以为才出道不久 __eou__ 有新歌，叫second2none __eou__ 今天刚听muramasa看到她才想起来去听,2666
5281,草菇眼熟你??你会什么来着昨晚我们不是比才艺吗 __eou__ 哈哈，小学学的钢琴，现在已经不会如果硬要说个才艺的话，音乐课学的竖笛算不算，我还会吹 __eou__ 赶紧去学一次就好。我只会吉他版的小星星 __eou__ 哈哈，握爪，小星星已成所有入门必学了,6161
5282,完了，上次已经买了narsportobello，又来种草，我的钱包，它说它很绝望 __eou__ 哈哈哈还好mac单色在专柜单色里算便宜的 __eou__ 这是万幸哈哈哈哈哈哈，喜欢你，希望多多分享 __eou__ 好的也谢谢你喜欢?,3222
5283,"嘿这个水果套餐是在哪里定的很多办公室白领都喜欢定这个吗？ __eou__ 恩恩这个是尚食派的现在做这种水果套餐很火哦可以投资开发 __eou__ 这个概念感觉很普通但很棒啊，一个同事买了,周围人都觉得好会买~ __eou__ 是呢最好做个app现在很多都是无网络销售部分是微信",6226
5284,电脑上可以显示但是爪机不行 __eou__ 可是手机貌似能打出来~ __eou__ 在手机里找不到啊 __eou__ 原来我朋友不是用手机打的 __eou__ 哦哦，我说呢,66666
5285,哈哈哈哈哈你咋这样 __eou__ 她自己脸烂那样还卖化妆品护肤品可怕 __eou__ 她不是美妆达人还是什么来着？烂脸还红了？ __eou__ 因为会倒贴呀比方说yyqx,1555
5286,是2017年7月31号前，不是2018年，小编写错啦！ __eou__ 写的对的啊，2月1号办理过交易备案的“新建商品房”，是到18年7月31日 __eou__ 哦，好吧，我看内容一会儿17，一会儿18，哈哈。 __eou__ 是容易这样，它分了两种性质的房屋,6666
5287,好奇他怎么寄给我 __eou__ 客服会问你的地址的 __eou__ 哈哈哈哈客服宝宝私信我么 __eou__ 对啊对啊，客服会私信你的呢 __eou__ 嘤嘤嘤，为什么客服宝宝还不来找我呢,66163
5288,你嘴这么毒辣是因为你全家都在住监吗？ __eou__ 嘴毒且没有素质的你好意思说别人嘴毒？ __eou__ 你的语无伦次和逻辑混乱让我开心 __eou__ 看不懂别人的话就认为别人语无伦次，怎么不从自己身上找原因？比如多读点书，这样就可以看懂我的话了,5555
5289,我特别爱听她唱怎样和街角的祝福 __eou__ 我喜欢她所有的歌 __eou__ 铁杆粉丝啊她的确有才华又低调 __eou__ 经常用播放器循环播放她所有的歌??一听听一下午,2222
5290,终于到星期二了，可以听到巧姐的声音，说起吃，我最不喜欢吃的就是青椒了，一吃青椒我就恶心 __eou__ 嗯嗯，我都不吃青椒 __eou__ 我吃起那青椒的味道味道太怪了。 __eou__ 那就和我一样吧，别吃了,5555
5291,会的！努力肯定有很好的回报！相信我这个过来人~ __eou__ 真的只有银行人才会明白我心中多焦虑 __eou__ 明白我当然和你说的银行人的苦了吧~ __eou__ 苦到已经唔系用个苦字可以形容了~今日点了一个下午钞！左手真的要废了~宜家仲系酸痛！！ __eou__ 这些姐几个月前都有经历过…不算啥…现在的苦和上柜的苦比起来真的小儿科…相信我！ __eou__ 上柜噶苦我有资格先烦吧~宜家培训噶压力已经够受！俺去睡了~明天又系残酷的一天，共勉之！ __eou__ 我都快睡了…娘的…今日系电脑面前录资料都可以睡着…周末过得太happy了！！,2335555
5292,喜欢当个快乐的单身狗，是不是不正常 __eou__ 不会呀。各有所志。 __eou__ 果然长的好看的小哥哥都很温柔 __eou__ 当然。我对所有人都没恶意。人性本善,6622
5293,春雨好用虽然我其他的不过敏依旧回购春雨 __eou__ 是的而且春雨闻着好甜 __eou__ 而且好像只有春雨的面膜纸和我的大脸差不多大 __eou__ 而且春雨精华液也好多,2222
5294,说真的，我很喜欢热巴了，算是粉丝，但是说热巴比刘亦菲漂亮，我真的不敢苟同刘天仙真的太美了啊 __eou__ 也不是不舒服，怎么说呢，看她的现代戏就觉得她很美，但是看她的古装戏就觉得很有违和感。 __eou__ 确实不太适合穿汉服，有点违和。（小声说） __eou__ 确实不太适合穿汉服，希望她多拍一点现代戏。克拉恋人里就很美。 __eou__ 对的对的。而且她可软萌，也可冷艳，希望以后能有部像样的国产剧有个像样的角色给她发挥一下。,26522
5295,陪你的代价也太大了吧，居然直接去了！！ __eou__ 我流着眼泪目送还可怜？？？ __eou__ 都被你榨干了，你流眼泪有毛用啊！！ __eou__ 你咋知道被我榨干啦？？？,5555
5296,噫，你居然成了我的特别关注 __eou__ 咦，系统推荐的你需要特别关注我懂？游戏不能卖我 __eou__ 我被对面摁在地上欺辱的时候，你在哪 __eou__ 我卡了我不知道那不是我告辞,6656
5297,您这技术高超啊 __eou__ 高超啥啊，那美女我还没拍她呢，她就说不要拍她哈哈。下次拍你。hoho __eou__ 敢问那美女是羊吗？ __eou__ 不是，哈哈！你好像见过一次呢，很高那个。 __eou__ 我想起来了，见过的,21616
5298,小龙妈妈，请教如何才能让孩子改了粗心和不读题的毛病啊！哎！ __eou__ 粗心是知识点掌握不牢固，不读题我家的也会发生，后来让他在题目上做批注，圈出关键词，做完一题，在题号上打勾 __eou__ 圈出关键词这个我也要求了，就是不执行 __eou__ 不圈你就不给他签名，不满足他的其他条件试试 __eou__ 嗯，试试看，必须把这毛病给改了！,36365
5299,qq打电话能不能不连到手机啊关个屏幕卡死了都 __eou__ 非常抱歉造成小主的困扰，小主可以打开手机qq，进入“设置”，找到“辅助功能”项，即可关闭“qq电话一键接听功能” __eou__ 关是关了可是电话会掉啊不到一分钟就掉流量也开了 __eou__ 麻烦小主把qq号、版本号界面截图以及手机系统都私信发给小q哈,5656
5300,颜色不重要，重要的是你买了 __eou__ 颜色很重要现在红色买不到 __eou__ 我抢的也是玫瑰金的，红的太少了 __eou__ 红色据说要九月份才有到九月份我都不喜欢了,6633
5301,认证复核第三次了，阿里钱盾每隔几分就被我宠幸。看在我这么宠幸的份上，能让我过了么？ __eou__ 亲，如果您多次认证不通过，可以到【手机淘宝-我要开店】中进行尝试 __eou__ 已经开店了，是认证复核，审核部的通知一直不给我过。再不行，考虑要不要本人去你们公司当面实人审核了 __eou__ 亲，复核认证您也可以到【手机淘宝—我的淘宝—我是商家】中进行尝试。,3636
5302,第一张图那个白色亮点是不是你被打孔了 __eou__ 你这个人太可怕了！我都没看见！ __eou__ 哈哈哈哈哈哈哈哈我好想知道怎么回事 __eou__ 这是一张充满魔力的图,6411
5303,但懂你的不一定是你爱的~ __eou__ 所以说茅盾啊，爱你的又未必懂你，到这把年纪了，爱都是童话，理智的，还是要个懂自己的人吧。 __eou__ 是啊~见惯了太多离别，还是找个对自己好的最实在。 __eou__ 仁者见仁，智者见智，看自己对婚姻和家庭的定位吧。,6626
5304,遇到了无能为力的困难吗 __eou__ 都是自己心里在作祟 __eou__ 把困难归给外界也不好自己太承认也不好 __eou__ 我好像是极端都是自己的担子又觉得是别人的担子,6333
5305,醒醒吧今年的国定节假日已经用完了 __eou__ 这段时间总是睡很晚导致我昨晚掰不过生物钟一夜无眠早上爬起来感觉全身的细胞都在疼痛 __eou__ 我天天凌晨四点就自觉醒来 __eou__ 呵呵你的老年因子相当活跃啊 __eou__ 每晚十二点前入睡提早步入老年生活,35616
5306,鸭脖，如果在你家买到坏了的东西然后回去和那个营业员说那个营业员态度不好怎么办？ __eou__ 我也是很久以前买到一次酸了的藕回去跟营业员说她尝了非说没酸但最后还是给换了 __eou__ 是啊，我当时是比较无语的就主要态度不好。 __eou__ 嗯呢承认道个歉就得了嘛非要狡辩很讨厌,5555
5307,我看到你的刘海了～这么长了 __eou__ 我最近正在考虑要不要去剪掉它想要平刘海嫩一点 __eou__ 你可以少剪几根试试??这样比较不心疼哈哈哈不然好不容易养长了又一刀剪了 __eou__ 主要刘海卷卷也好麻烦感觉刚卷好过会儿又塌了,6613
5308,哈哈哈哈哈暴露了你没有胸可以夸！！！！ __eou__ 你走开至少有个屁股占着！！！ __eou__ 阿姨说你的胸看着像十几岁看这大实话说的哈哈哈 __eou__ 你立马给我走开人家说的是我的容貌！！！！！,1515
5309,哎呀完蛋了好想剪头发 __eou__ 哈哈，短头发好方便的，不过你都留挺长了 __eou__ 主要是脸太肉需要遮起来哈哈哈 __eou__ 我脸上的肉才多了，遮不住都，干脆全露出来,3616
5310,一定要过去看你。 __eou__ 我飞回汕头休养啦搭有心就好 __eou__ 不是吧，这么严重.保重啊师姐。 __eou__ 这次是比较严重我会多加注意天气多变你在学校也注意身体 __eou__ 师姐有心了。哈哈。搭好好休息哈。,66222
5311,大晚上的希望我也有个这么好的男盆友. __eou__ 会有哒你这么好看 __eou__ 哈哈哈一八年没有我再来找你哈哈 __eou__ 然后我求求月老，让他把男朋友优先派送给可爱的小仙女,2212
5312,你重置路由就好了 __eou__ 不好使呀！今天我自己休好了 __eou__ 哈哈哈，你最棒了 __eou__ 哎呀！我们全家就我一个人会玩电脑,6326
5313,舒芙蕾是哪家的？看着好棒 __eou__ 巴黎贝甜！超喜欢吃~ __eou__ 以前总吃贝甜的芝士蛋糕！不过好像这个舒芙蕾也好好吃 __eou__ 好吃哟亲要吃吃看！,2222
5314,我也是！我最吃不得饺子还有蘑菇！一吃就吐！蘑菇馅儿的饺子简直会让我直接狗带 __eou__ 真的巨难吃是不是嘛 __eou__ 就是！每次吃真的都觉得很痛苦毫不夸张难以下咽味同嚼蜡！！吞都吞不下去 __eou__ 呜呜知音终于有人理解我了,5551
5315,我才是重新开始新生活 __eou__ 加油！新生活愉快！远离办公楼，生活更美好！ __eou__ 哈哈，好的，你要做只远离尘埃的 __eou__ 是滴，与世无争的三楼兔子? __eou__ 小心不要被污染成黑心,62116
5316,和黄花菜，傻傻分不清～ __eou__ 哈哈~萱草应该就是黄花菜？ __eou__ 不是吧。应该是亲属。 __eou__ 哈哈我一直以为是同一个,6661
5317,亲这是什么拼图软件真好关键是人长得好看 __eou__ 哈哈我都用instasize和万能美图秀秀～谢谢亲爱哒夸奖 __eou__ 就是这种无缝拼图是用那个英文软件？ __eou__ instasize和美图秀秀都能搞定这种无缝拼接～ __eou__ 我拼出来的图都好长,21666
5318,不开心就打电话给朋友，我们都支持你。 __eou__ 谢谢。我怕打扰到你。自己有太多垃圾。 __eou__ 既然是垃圾，那就忘掉吧。 __eou__ 努力忘掉，正在努力忘掉中。,2366
5319,网贷很不要脸，我同学贷款，还不了，通知我 __eou__ 你同学通知你还是被追债通知 __eou__ 被追债通知，他借的钱，他没有尝还能力，跑了，那追债的给我发短信。 __eou__ 我朋友也接到过追债电话,5656
5320,我后悔的很好吗看了告诉我好看吗 __eou__ 你现在去看都没得时间啊 __eou__ 是啊，哎，真的是。看了还是评价哈卅你 __eou__ 要得，但是现在影评都说烂 __eou__ 我也是看到都说难看,36355
5321,小元宝长得真漂亮 __eou__ 你孩也很英俊呀，都是未来找媳妇强有力的竞争对手ya __eou__ 哈哈这都是因为咱们当父母的底版好对了在空间里看到元宝带的围嘴是小西装的可好看在哪里买的 __eou__ 在美国呀！我之前不跟你说我做代购的呀,2226
5322,孩子开心就好，天天骂只会招人黑 __eou__ 你吗了比你能开心啊 __eou__ 即使是一个孩子也知道冷暖，好与不好谁都分得清楚，这么说话，你有过家教吗，你从小吃屎长大的吗 __eou__ 呵呵你脑袋是屎长得,5555
5323,我发现我也关注了个逗比，哈哈哈哈 __eou__ 你也关注他了么 __eou__ 我关注了你??学姐 __eou__ 居然说我是都比！！！过分！,1665
5324,对川普识别实在是不行啊~ __eou__ 可以试试设置成四川话识别模式哦，目前针对方言我们也会不断进行优化改进的哈，感谢您的支持和反馈~ __eou__ 就是四川话模式识别效果不好…毕竟是川普…切换普通话就更不行… __eou__ 嗯嗯，反馈收到，关于方言的识别效果我们会继续努力优化的哈,3232
5325,还有笨蕉你怎么一言不合就rap呢那个“我我我我我我我”很有节奏感颗粒感十足我给满分 __eou__ 打你，竟然说我爱的笨蕉宝贝，打死你 __eou__ 害怕害怕瑟瑟发抖然而宝贝儿你的重点和我想的不太一样呢 __eou__ 怎么了？难不成你说爱笨蕉，笨蕉就是你的了？不可能,2545
5326,你不是读专科吗 __eou__ 我是读专科啊，搞笑的是里面是川大职业学院，更搞笑的是我根本就没报那学校，里面还有我名字！ __eou__ 喔哦喔哪个是歪的不要信哈我们班同学也有这种情况他们就是拉生源 __eou__ 哈哈～我还是有自知之明的～不信,6551
5327,韩老师，中东路巡4.0和新发现5se选哪个。 __eou__ 价格差太多，想皮实，越野干糙活陆巡。城里多发现。 __eou__ 现在发现5优惠完和路巡差不多了 __eou__ 中东4.0陆巡不是五十多吗？,6666
5328,饱了么我的朋友 __eou__ 饱了你呢我的朋友 __eou__ 如今饿了你呢朋友 __eou__ 我有巧克力和牛肉干呢我的朋友,6666
5329,我也是！！语言能力太强了 __eou__ 而且超逗的啊，喜欢的不得了，也很可爱纯真。 __eou__ 对！而且觉得他以后会很帅很会撩妹??只亲女孩子 __eou__ 可以说是很直男了,2226
5330,心理学不能解决人的重大问题。 __eou__ 是的，心理学若只涉及今生，逻辑不能自洽。 __eou__ 原来上帝掌管今生和来世。 __eou__ 嗯嗯，那个神叫上帝，叫道，不管他叫啥名，神是存在的，圣经提供一个渠道，让我们能与神亲近，信心产生力量，拥有安宁。 __eou__ 因为他的话，必都成就。,66611
5331,为咩没有cpb好用啊 __eou__ cpb给人少女感，不显毛孔。这个确实也好用，可是我觉得皮肤底子不好的用会凸显缺点。 __eou__ 你用的cpb11吗 __eou__ 对，我两个都有。,3266
5332,哇塞，新年就有礼物哦！ __eou__ 是啊是啊，今天各种顺～好兆头～～ __eou__ 一直这么顺下去！ __eou__ 大家一起顺～～,2222
5333,除了工行另外三家呢怎么不提说话说一半 __eou__ 建农中??邮政??工商??国有五大行！ __eou__ 找到答案了别误导了工商银行中国银行交通银行招商银行四家另外给你普及一下知识国有五大行是指中农工建交 __eou__ 邮政储蓄银行也是国有银行种资产已经超过了交通银行??网点数量比四大行都多！今年邮政储蓄银行上市了,6666
5334,你幸福就好～ __eou__ 嗯。他对我很好 __eou__ 恩～好好享受被爱 __eou__ 嗯。顺利的话。很快就会订婚了 __eou__ 我去！速度啊！你这得给我个准备当伴娘啊！如果快的话，你说我是不会很快晋升为小妈呀 __eou__ 哈哈。伴娘可以有。小姨妈可能还要再等等 __eou__ 哈哈～好的～我得给你们准备结婚礼物啦～,2221111
5335,不错嘛'秀恩爱噶？ __eou__ 哈哈，某啦某啦~好久没见着你了嘛。 __eou__ 听说你们是好给多久庆祝哈噶'恭喜啊 __eou__ 嗯嗯谢谢谢谢=、=,6622
5336,来沈阳是因为要宣传电影吗？火华哥在哪儿！！求看真人！！我决心刷到能看到回复才睡觉！！ __eou__ 你准备不睡了吗 __eou__ 既然有人回复了不如，我就睡吧！ __eou__ 呵呵，好好睡吧，让火华哥也好好睡，这孩子总刷博都不睡。,2662
5337,一条毫无心机的软广 __eou__ 天衣无缝电影可还好看？ __eou__ 好看啊有点小感动哈哈哈 __eou__ 确实我好喜欢那个棕熊好讲义气,6622
5338,鑫哥你啥时候还来日本啊 __eou__ 最近是去不了啦 __eou__ 我还想让你帮我整点螺狮粉过来哈哈 __eou__ 有机会去之前告诉你 __eou__ 哈哈好的呀感谢,66162
5339,我靠。你是和乐乐一起来的吧？这几天哪有阳光！ __eou__ 阳光是我们带来的～我们一走西安大雨 __eou__ 明明就是今天珠三角很大雨！ __eou__ 明明是晴天！我们简直快被热死了 __eou__ 深圳是晴天吧，广州昨晚大雨。,61656
5340,我咋无法爱上这个牌子买的水乳去角质水全部闲置 __eou__ 哈哈哈你还是老实用神仙水神仙水才是第一?? __eou__ 不不不神仙水也不爱了黛珂白檀是我的真爱 __eou__ 找到最合适的要踩好多雷,5226
5341,就是个神经病人家papi酱火了你没火起来??哈哈笑死我了 __eou__ 你特么自己很牛逼？脑子有坑吧 __eou__ 你脑子没坑？难怪你会关注这样的网红 __eou__ 呵呵，你这黑的真负责任了，坚持不懈呢，我去年买了个表，没自尊的人，我都懒得跟你扯,1555
5342,电信移动都是比较恶心 __eou__ 一发微薄电信马上给我解决了 __eou__ 移动互才不管你呢 __eou__ 明显的态度问题哈哈,5655
5343,你这是练肌肉的标准动作啊。深蹲 __eou__ 这是深蹲？ __eou__ 肯定不是了。你适合深蹲。你比较瘦 __eou__ 我比较瘦我都快被教练打击死了喊我不要深蹲不要练腿??说我腿太粗了 __eou__ 不要听教练的没有蛋蛋不吃蛋白粉肌肉基本不的长。深蹲练臀卧推练胸,66656
5344,又在为自己洗白了，梦想婊就是梦想婊，梦想不是你的工具好吗 __eou__ 照你这么说全部有梦想的都是梦想婊了？我觉得梦想反而成为你骂人的工具了？呵呵了 __eou__ 粉丝做的事偶像招黑，这话还真没错啊，你们只会给她招黑，什么粉丝啊 __eou__ 招什么黑，黑她的还不是你们这群喷子,5555
5345,逆天了啊，平时被我鄙视死的 __eou__ 裸婚里的文章就反着戴雷锋帽，你可以搜图看看，哈哈 __eou__ 等我明天见美女实物 __eou__ 哈哈过段时间再戴，吊吊你们胃口,2161
5346,那波，今天老早看到了啊，姐很淡定 __eou__ 说明你对我漠不关心 __eou__ …关心不体现在这里的 __eou__ 好吧，等你回来，姐请你吃饭。万达大丰收旁边开了一家烤鱼。 __eou__ 姐对烤鱼真心没什么兴趣啊，不咋喜欢,63665
5347,不到万不得已谁她妈愿意放手不被现实所磨砺谁会选择放手很多东西都敌不过现实被时间打败 __eou__ 现实真的是太残酷了 __eou__ 等到遇见对的人的时候就好了 __eou__ 就怕遇不到了，得看运气了 __eou__ 只要自己足够优秀总会遇见对的人,53232
