indexNo,text,sentiment
18815,哈，我也在广州算上我咯！大葱小学期明明就是来找我的…一听说师兄你在就直接忽略我了～,0
18816,必须的，哥是单身来的，你行么…,5
18817,…好咯，单身代表无限可能，我有预感今年内你会结束单身！,5
18818,你们这群鸟人，就会吓嚷嚷，从来没有过行动给哥介绍过小师妹！！！,5
18819,你出门一直带着相机和脚架？,5
18820,我就是配句话啦，你就相信了吗哈哈,0
18821,我是单纯的孩子好么！,5
18822,哈哈好吧嬷嬷哒,0
18823,美丽的厨娘，你是西餐小年！,5
18824,哈哈，反正我既不烧香也不叩头，弄个寿司，灶王爷估计也没意见吧？,0
18825,灶王爷最喜欢你的西餐！一定会说你好话。,1
18826,灶王爷也与时俱进搞新潮了，估计西装革履了,5
18827,"我突然也会想去喝杯鸡尾酒,聊聊小八卦,我不知该找谁~",5
18828,快回来市桥干活吧！,5
18829,哈哈~你不是帮我说服自己留在深圳吗?,0
18830,那是站在你们的角度，我现在后悔了。你赶紧回来吧，别要鸡屎了！！,5
18831,哈哈~其实真的想回去~死鸡屎不让我回去~,0
18832,屁！你自己也不想跟他分开！！,5
18833,我之前是下了决心回去的!!!跟他很认真的谈了~就是不让我回!!,5
18834,给你推荐dr.wu的杏仁酸,5
18835,对！我刚买了你一个男的怎么知道这么多哈哈哈哈,0
18836,因为我也闷了一头闭口,5
18837,你是不是用契尔氏闷出来的哈哈哈哈哈,0
18838,上次那个只是小样不用他家的东西,5
18839,羡慕那个书信时代，一生只够爱一个人,5
18840,意思说你现在一脚踏两船咯！,5
18841,什么理解？意思是所有的精力和心思都只放在一个人身上，对那个人费尽心思,5
18842,所以现在精力和心思无法放在一个人身上咯！还是一只脚踏两条船咯！,5
18843,好长，我似乎懒得看，不过还是爱你哒,1
18844,没关系图片才是正文,5
18845,很棒啊！像我这样没有画画天赋的人只能羡慕了,1
18846,其实我画画不是很好没想到这么多人冒充我,5
18847,你很爱大头吗,5
18848,嗯干嘛总喜欢叫她大头,5
18849,她的外号就是阿是朋友都这么叫,5
18850,好吧我一叫就打我,5
18851,怎么把新浪微薄添加到咱们袁咏琳中文个性签名上啊？,5
18852,新浪微薄应用里有个签名档功能，复制代码粘贴到网站个人中心的签名里就好了！,5
18853,弄明白了，谢谢站长，我是新会员，受小虎影响我也加入你们了,0
18854,欢迎欢迎！呵呵！,0
18855,黑白配的围巾很帅气,1
18856,哈哈！是吗！,0
18857,当然你这个造型我挺喜欢的,1
18858,你这两句话说的，是本周末我听到最让人开心的话了谢谢,0
18859,你已经快成专业模特了,5
18860,宝贝你真的太抬举我了,5
18861,真呢，拍的都挺有感觉的,5
18862,就是拍了玩玩宝贝,5
18863,弄几个最平淡的小菜。青椒土豆丝。番茄炒蛋。麻婆豆腐。,5
18864,番茄炒蛋可以！哈哈！简单大方！,0
18865,不要看到简单。炒好吃不容易。,5
18866,你肿么呢给我泄气呢！太不友爱了！呜呜呜呜呜！,2
18867,律师？把你的宠物这么做你能好好跟她说？,5
18868,律师本来就是专收哪方的钱就为哪一边说话不管对错等于雇主,5
18869,所以说现在有人只认钱而不顾道德,4
18870,yep所以根本不相信法律,4
18871,只有我一个人用卡拉泡泡一个小时就积线还老卸不掉吗,5
18872,你不是一个人！,5
18873,感觉很少有人说这点大家都在说什么很容易干我战战兢兢拉黑了卡拉泡泡全系卸不掉这点太可怕了,5
18874,我是发现红色系会染眼皮…实在get不来colorpop，买的全送人了,5
18875,嘴巴张的那么大！！矫情,5
18876,米你大哇、对了你们有看杰伦的演唱会吗,5
18877,18好啦！！下下周六,5
18878,那好的哇来了call我,5
18879,对你米兴趣！！对你女朋友可以有,5
18880,我家缺狗，我看你看门不错！是吧狗！举报都不会！蠢死算了,4
18881,对于你这种认知障碍能给你的唯一建议就是快去看医生吧，跟我这儿耍嘴皮子治不好你的。,4
18882,我八月去四川，到时候我亲自找你聊哈，给你上上课！,4
18883,哦，祝你出行顺利~,4
18884,男！麦！霸！行！不！行！,5
18885,哈哈！唱歌好听就行！,0
18886,什！么！时！候！,5
18887,到时叫你吧,5
18888,监狱里面最忌讳的就是偷和奸！这两种人进去绝对绝对不会好过，别说狱友了，就是监管都会睁一只眼闭一只眼，甚至参与殴打！,4
18889,小偷不会比他惨的??这种人进去就是众矢之的,4
18890,小偷和这个情节相比确实轻很多～,4
18891,对啊??小偷属于技术工??还可以给监狱老大跑跑腿??这种人??直接受着就行了没人看得起,4
18892,也就是相对好一些，有点人权吧～,4
18893,菲菲越来越非了，已经不是我们认识的那个菲菲了,5
18894,杀哥你这说的是什么话我还是以前的菲菲啊,5
18895,不，上头已经下令将你从贵族的名单中剔除,5
18896,从我拒绝续费绿钻的那一刻开始我就知道我注定是这个结局,5
18897,来一台oppo照相炒鸡美,1
18898,看到啦，你喜欢李易峰,1
18899,不是啦我舍友用vivo很快乐卡我还是买苹果吧安卓拍两张照片就卡了,5
18900,不是吧很快卡啊我怎么听说这两部手机改进很多了？我才想改变主意,5
18901,不认识啊长知识了,5
18902,这个我也是小时候在野外采过，现在成稀罕物了,5
18903,吃了对身体好吗？有啥功效的吧,5
18904,我只记得新鲜果子很美味,1
18905,靠柜试！买分装！油皮避开一切气垫儿！,5
18906,宝贝你用的是什么牌子呀,5
18907,目前rmk用着还可以…长痘准备换covermark了另外ga大师粉底和ysl羽毛都不错,5
18908,嗯嗯好的好的我还是去专柜试好了当女生简直累死谢谢宝贝,5
18909,干嘛这个时候军训呢真是可怜啦啦啦啦啦啦,5
18910,我们学校每年都是大一毕业军训，哎我们也没办法的，不要在刺激我了，幸灾乐祸,5
18911,可是我怎么就这么开心呢啦啦啦,0
18912,我怎么这么鄙视你呢，,4
18913,健身的美女才是最美的,1
18914,谢谢，我也这么感觉每天沉迷于自己无法自拔,0
18915,我也喜欢健身，以前是练跤的。喜欢练到头发都湿了，虽然浑身酸痛但是感觉很爽,1
18916,你的项目比较硬气离我太远了,5
18917,现在都是锻炼着，不练了,5
18918,我的穿山甲呢？它也失落了么？,5
18919,不知道耶，反正鸽子也不高兴,2
18920,，没事，鸽子是好人，它可以让你高兴起来，给你讲故事。,1
18921,鸽子什么时候讲？现在就要听,5
18922,最近总是做梦梦到好久不见的你们，然后醒来一阵伤感~,2
18923,所以每天都偷要我能量是因为想我吗,5
18924,昂，每天醒来的第一件事就是等你的能量成熟,5
18925,不要脸别欺负新手?????告诉我你几点起，我要比你早起一分钟,5
18926,我见那场面，挺有意思的，机智地周旋在媒婆爹妈对象之间,5
18927,就很气，明明说好的不会这样，这种被挑挑拣拣的感觉太不好了,5
18928,2333333用他们的话说这叫激励，不好好找对象就给我相亲去,5
18929,然而对象这个东西不是生活必需品啊，我要是没工作逼我找工作那我认,5
18930,在我心中的韩剧no.1?温暖又真实,1
18931,就是的妹，感觉特别温馨，特别向往这样的生活,1
18932,那时候木有手机却过的好开心有好多时间,5
18933,是啊，守着电话的感觉好棒啊，现在都实现不了了吧,5
18934,宝宝多大拉？我也好想要个女儿，女儿听话，儿子太调皮。,5
18935,女儿也好皮啊!!,5
18936,相比之下会好很多，我家这位是没个停的，希望有个女儿，妹妹多好，小衣服又可爱,1
18937,我们也没停啊那就再生一个吧,5
18938,是啊，今年年底的事咯！就希望是个女儿,1
18939,真的啊!!!!好棒!!!!!!!!!!,1
18940,今早发的，你快学习去。,5
18941,我已经在图书馆了。你那个口粮我用上了'你懂的,5
18942,好的。我懂得，大高节日快乐，好好学习，天天向上。,1
18943,你也快乐，周老面小姐,1
18944,太好看了我服了！朋友也超美！,1
18945,她的眼睛有我两个大气死我了,1
18946,你也没睡放心了,5
18947,这么早睡谁帮我p图？,5
18948,小胖纸吓到小小胖纸了,3
18949,争取明年做她的瘦姑妈,5
18950,你家人知道你撒谎么,5
18951,我家人知道小侄女说姑妈真漂亮,1
18952,全称应该是“参加最强大脑的全国高校脑力排行榜”，否则以偏盖全，有失偏颇。,5
18953,你是不是参加管理类联考的同类啊哈哈哈哈,0
18954,为啥你会这般联想？虽然我的确是学工商管理的,5
18955,因为你这句话的结尾是我们写作的固定套路哇哈哈哈哈,0
18956,哈哈哈原来这样啊就当提前get了不知道你是不是要考，总之加油啦~goodluck,0
18957,谢谢小仙女哦～,0
18958,哈哈，我bb刚买四个月的时候去的麻袋，想想那时好狠心,0
18959,是啊，我都舍不得他。都不放心。你那时候断奶了没有,5
18960,我本来就是混合喂养，去之前还有奶的，回来后就没有了然后就莫名其妙断奶了,5
18961,据说一个礼拜不吃，涨太久。就没有了。所以我舍不得出行。怕万一没奶了,5
18962,我就是懒不想吸慢慢就没有了你可以走之前冻一些起来及时吸应该就不会没有,5
18963,你内是俏丽的眼影儿还是黑眼圈儿亚！！,5
18964,明显ps!!!,5
18965,完全直接！她那黑眼圈怎么还俏丽的挂这！哈哈哈,0
18966,明显是为了naturalbeauty哈哈,0
18967,我也是上了大学后爱上了做饭,1
18968,我这可以算做是生活所迫吧不然要饿死,5
18969,不会做饭也没有辣么夸张啦以后男朋友会就好,5
18970,不行啊，有了男票还是要自己煮啊，不然那就真的离不开了,5
18971,咱一般不喝绿茶～～～～,5
18972,夏天喝啤酒也是我的最爱、我猜你夏天只爱喝啤酒吧,5
18973,哈哈，冰镇啤酒，解渴又解乏,0
18974,是的、但不要喝的太多、容易发胖、注意身体,5
18975,爷，你不抽奖，现场还顺走了我们的章子，哼！快把章子还回来！,5
18976,#俞灏明我们七年了#俞灏明#贪污公家百变阿这是??抓起来抓起来,5
18977,抽到不悔姐就不追究了，怎样,5
18978,必须的必！万一我兔阁格一高兴抽俩的话不悔姐是资深芋我是随喜好??yy无止境,5
18979,为什么不能都用带护腕的助力带呢,5
18980,可以啊，我什么时候说不能了，不要断章取义,5
18981,那就没有必要准备两套助力带了、直接用带护腕了就够了,5
18982,是的，一般练练不用都可以，我说的是那些想提高背部的人,5
18983,对于提高背部、两种用起来各有什么区别？,5
18984,你自己不适怎么知道,5
18985,还好不是和墙壁一样宽,5
18986,不要刺激我！！！,5
18987,所以说还好啊！,5
18988,减肥是我心中的痛啊,2
18989,你说你跟老师学了那么多，现在单身，却不学以致用，四不四傻。,5
18990,凯文老师喜欢不一样的风格,5
18991,我想把凯文老师收了。,5
18992,这个你可以和他去沟通交流，增进感情,5
18993,傲慢与偏见比呼啸山庄好看一点。傲慢与偏见比较像言情书。,1
18994,嗯，我也这么觉得，最喜欢《简爱》。,1
18995,简爱也不错的，那个爱情就可歌可泣了。不过比较失真。,1
18996,嗯，所以说傲慢与偏见比较幽默风趣，看来我们的观点蛮融洽的,1
18997,那三年了，我和他从来都没有在一起过，每天却都保持联系，他有女朋友，我忘都忘不掉,2
18998,想说现在的我跟你，一毛一样,5
18999,多少心酸也只有自己知道吧,2
19000,不止心酸，心痛都不知道该跟谁说。,2
19001,推荐的手镯很棒！,1
19002,我也很喜欢～,1
19003,希望多多推荐好看价位不算太高的东西最赞你有调,1
19004,嘻嘻嘻好呀，爱你,1
19005,太好看喇！高光是什么！,1
19006,cpb11快铁盘了！,5
19007,好看好看好看，整个妆都好看！,1
19008,哈哈我感觉你更适合这种妆温柔！,0
19009,祝你幸福是假的。我希望你死,5
19010,我觉得你这句话最真哈哈,0
19011,那会刚分手。我每分每秒都希望都不想他活着,4
19012,哈哈对啊而且有时候和他一个教室上课觉得呼吸着同一个地方的空气都恶心,0
19013,哇，漂亮！新婚快乐,1
19014,谢谢??也是生日快乐??哈哈,0
19015,那么巧，专门挑的一天哇！幸福一辈子哈！,0
19016,凑巧是我生日??算的今天是个好日子??嘿嘿???谢谢谢谢,0
19017,阿，你和虎妞一样啊,5
19018,这个是笑话吗？？？,5
19019,他也浑身无力，起不来,5
19020,他和我不一样，他是有朋友的，我没有，汗,5
19021,双十一买套工具自己剪吧，一劳永逸哈哈,0
19022,这个技能我还没学会自己染头发倒是可以,5
19023,可以的！哈哈染个粉红色吧,0
19024,哈哈哈哈我没那个女的这么厉害,0
19025,美妞、喜欢你的这件衣服、什么牌子、或者有链接么,5
19026,在店里买的哦没有链接，太平鸟老款了。网上搜搜,5
19027,谢谢、我搜搜看…不过、这到底是裙子还是连体还是上衣啊,5
19028,连体裤子哦，肥肥的。很风凉哦,5
19029,是的，一个朋友借钱大半年了。天天朋友圈各种秀，没有还钱的意思。昨天借双11开了个口，它说它还信用卡了,5
19030,是你自己交友不慎吧哈哈。钱别想要回来了，珍现在借的不多赶紧远离这种人，只会越借越多。,0
19031,是我的钱就应该要回来，不要这样白瞎给别人了。,5
19032,要的回来吗？你那朋友，你自己想想，要是真不把你当回事的除非去抢回来,5
19033,给你推荐个牙科诊所——玖和口腔，做牙齿美白，一次管1年半，真的有效果，我亲眼见过。,5
19034,好！必须去看看，这一周内，我被打击了两次，我决定，采取行动！,5
19035,报我名字可以打折，哈哈！,0
19036,这个实惠！哇哈哈,0
19037,老客户的朋友必须有这样的实惠！,5
19038,亲我想问下你的第一次充电要多久？我的充了五六个钟等还是亮着的,5
19039,亮什么颜色啊？我也没注意，反正我的是晚上充着，第二天醒来就满了,5
19040,黄色呀，不知道跟我没用完电就充有没有关系,5
19041,不存在的，你可以充一天试试，如果还是这个问题，估计就是充电器坏了，要么电池的问题，正常的要充五个小时就满了,5
19042,就是这个道理，不买，永远会对,5
19043,哈哈。姐姐讲的是真理,0
19044,我不买就连续三次猜对ojz,5
19045,我也是果然是姐弟同心,5
19046,无聊就找个学校！！！打个比赛撒！！看你跑得动不,5
19047,"朋友,跑不动,改游泳了",5
19048,朋友，你在地上都没有果动！！水上就更不可能果动了哈！！！,5
19049,"朋友,回去就游泳",5
19050,今年2月14日我发微信朋友圈也是这首《望月怀远》。多么美好的想念…,1
19051,超脱俗世，超脱物欲，心灵上的追求多一些，再多吃素食，时候到了，人就远离尘世。,5
19052,与我难啊，既贪财又好色，只是本事不行财不多，我好的色也不好我，我又一根筋放不下…唉，人生不如意十之八九啊,2
19053,年纪轻轻，浪荡锅里走一遭，洗尽尘念，时候到了就会超脱啦，别急，先享受你的人生，爽一把，等老了才不会后悔呢。,5
19054,脑海突然又浮现了我妈说你第一个结婚的预言,5
19055,哈哈！不要这样嘛???人家连对象都还没有讲不定我有结婚恐惧症,0
19056,我和我妈都看好你！！,1
19057,哎呀呀，受之不起啊多谢阿姨和您的抬爱！,0
19058,小问号，好开心啊，终于和小灰灰联系上了，我们的关系变好了,0
19059,恭喜恭喜，会越来越好的,1
19060,希望不负这么久的等待,5
19061,是的，一切都会变得越来越好的,1
19062,明锅破五百万换个帅气点的头像嘛。,5
19063,对呀，干脆呼叫哥换头像好了,5
19064,#破500w灏明换头像#要的要的。可以换头像啦明锅你听到没,5
19065,芋亲大声呼喊某人换头像吧,5
19066,我估计这个很难玩下去吧，个人谁愿意把债权转给股权啊。,5
19067,债转股其实有大机会，只是时间没到，好的标的需要好的价格。预期盲点才会有大赚,5
19068,你说危机之后？,5
19069,阳光总在风雨后，好好挖，会有大收获。价格不会亏待任何淘金者,5
19070,甜甜生病了！心疼qwq,2
19071,抱住！甜甜注意保暖！！！打开word发现作业只写了四行字，还不如垂死病中一命呜呼,2
19072,不可以！撑住，写完作业我们一起玩,5
19073,好的！又是一个活蹦乱跳的小朋友！,5
19074,突然发现你这头像！谁拍的啊那么好看…！,1
19075,哈哈这么好看的照片儿当然是姐姐拍的啦~还有劳姐姐了呢~何时返宁？,0
19076,今天准备起床回来了,5
19077,好的路上注意安全。南京下雨降温了。,5
19078,我竟然发出那样的评论来难以置信不可思议不可理喻,5
19079,那你怎么不删掉？嘻嘻嘻,0
19080,删了又有得让你说,5
19081,我是这么小心眼？,5
19082,诶…婷婷也老了,2
19083,不是老的问题，是服化道的问题，以及“自甘堕落”的审美。,5
19084,昨天回顾了12－17年的中场秀…今年的真是…有点水了,5
19085,谢谢你的欣赏祝你生活愉快哟,0
19086,我也气死了今晚,2
19087,这几天黄金就是上不去，总是黄四白一，气不气,2
19088,我青铜到白银打了两次晋级赛了每把最后一句给我排到猪队友,4
19089,感觉有时候就是故意的，怒火中烧，都说了优先推塔，还是打野的打野，杀人的杀人，不团,4
19090,小学生都这样无秩序打团相当累,4
19091,个人觉得只要是传唱偶像的无所谓抄袭，,5
19092,窃取别人的本来就不对，还艾特杰哥，杰哥一直都反对抄袭的,4
19093,是不应该，应该跟原作者说一声,5
19094,对啊，最起码的尊重,5
19095,你咋的了？不开心吗,5
19096,还好吧，工作顺利，生活幸福，但总觉得差点啥，可能缺你,1
19097,看前半截，我就放心了,5
19098,哈哈哈，后半截是重点啊,0
19099,我知道啊，可是你过得好我就挺开心的呀,0
19100,说的我竟然鼻子一酸,2
19101,哈哈，我就属于要跟到跳起来的那种。,0
19102,我觉得我还是没得啥子兴趣看一样。可能自己看起孤单了点吧。,5
19103,你不是一个人在战斗~,5
19104,呵呵，你认真的看吧。中场休息再吹。,0
19105,kindle和纸质书是可以共存的。,5
19106,确实是的。不过个人比较喜欢读纸质书的感受，kindle毕竟是电子，所以可能有些纠结吧。,5
19107,你对电子书的概念还是停留在上实际啊！kindle是什么我决定你还并不深入了解。kindle颠复了电子书。,5
19108,额。可能表达的不是很清楚，纸质书不能被替代，而我也就是喜欢纸质书翻页以及它的触感。,5
19109,嗯，是的！当你出门旅行，坐飞机，书多看，此时kindle是最需要的时候。,5
19110,好想知道你那是卧蚕还是眼袋,5
19111,我也不知道本来就凸然后用卧蚕笔扫了一下,5
19112,可能也是卧蚕哦！眼袋的话下面也应该有点肿而且带点黑才对而你没有,5
19113,嘿嘿可是也有黑眼圈反正随便画画哈哈,0
19114,11.25准时去看！#张若昀冲天火#张若昀#,5
19115,请朋友一起看啊#电影冲天火##张若昀冲天火#,5
19116,密室一定的！#张若昀#就怕买不着票！#张若昀冲天火#,5
19117,哈哈哈哈，提前买#张若昀冲天火##张若昀冲天火##张若昀冲天火#我评论一下就带个话题这样好嘛？,0
19118,好，我也是#张若昀冲天火#张若昀#法医秦明张若昀#,0
19119,8是什么妖怪吃法,5
19120,日本好多这样吃的，我也试过,5
19121,小时候掏了颗鸟蛋，奶奶说生吃有营养我就直接灌嘴里了,5
19122,你奶奶的话好像确实没错,5
19123,抓妖记真的不好看，不如唐探，不知道网上的水军怎么刷的,4
19124,你怕才是水军哦,4
19125,我喜欢唐探就是水军了，哈哈,0
19126,那喜欢捉妖记也是水军了？s13,4
19127,小赵，你是剖腹还是顺产啊？我快了，好害怕！,3
19128,我进手术室都在发抖…,3
19129,5555，大概要多少天手术的伤口才不会痛啊？痛得受得了不？我估计也是剖腹了，预产期大年初一，我准备这个月底生,3
19130,剖腹不是很痛，就是开刀那会痛，产后我都还好，我觉得不是很痛。,5
19131,谢谢麻麻的指点?,5
19132,扫了2号种子不打到半决赛对不起中国球迷啊，至少贝贝就在美网击败拉德万斯卡打到了半决赛噢！,5
19133,按照你这种说法，她应该打到决赛才对，毕竟现在是二号种子的签。,5
19134,就怕给他人做嫁衣，就当最后一次打吧！毕竟她之前有过退役的想法～巴托丽这时候应该来教教经验,5
19135,哈哈，这种想法倒是极好的,0
19136,嗯，代言人睡得那么甜，怎么可以不买#迪丽热巴烈火如歌#,5
19137,用上之后您也会睡的甜甜哒～,5
19138,哎哟，被翻牌了，用上了呀，必须用的啊,5
19139,嘻嘻，就是这么牛，谁用谁知道哈～,0
19140,生什么病啊，严重么,5
19141,不严重，就鼻炎，我最近几天又一直流鼻血。,5
19142,你是过敏性鼻炎么，为什么流鼻血是不是又胡思乱想了,5
19143,不是过敏性鼻炎，小时候是鼻窦炎，我有点分不清，大了感冒就发。,5
19144,可怜的宝宝，好好休息,5
19145,昨天看到一句话：“文明，就是停下来看看自己在做什么。”大概咱们是太躁进了，所以才辨别不出来。,5
19146,文明，就是停下来看看自己做了什么。这句话感觉太好了。,1
19147,我在柴静的《看见》里看见的，一个法国人说的,5
19148,柴静啊，可能是太火了吧，我竟然没有对《看见》和她产生任何兴趣。,5
19149,我看了，算不上喜欢，但有些句子不错。,1
19150,那个平台上的？,5
19151,这其实是卖黑胶原声集,5
19152,所有塞尔达原声，我非常中意从第一代开始，延续至今那首很激昂的主题曲,1
19153,我还没听全，找时间下个完整的,5
19154,这不失为一种好方法,1
19155,你一定会这样！！！,5
19156,要真能一次解决俩，我会这么做的,5
19157,快点解决，我还等着随份子呢,5
19158,你也是蛮无聊的,5
19159,你更无聊--看我这么多天前的状态,5
19160,我也不知道怎么会跳出来的！好吗！,5
19161,肯定是你时刻关注着我,5
19162,没错！魂牵梦绕！如痴如醉！求张小姐嫁给我啊,1
19163,幸福来得太突然！！让我考虑考虑！！,1
19164,张小姐考虑得怎么样啊,5
19165,经过我一夜的考虑！还是把机会留给别人吧,5
19166,这是失恋的节奏么，好好学习才是王道，一切都会有的，而且比你想象的还要好,5
19167,是我听到有人在绊酒瓶子。我现在暂时百毒不侵…,5
19168,哈哈！那就更好了！,0
19169,生活太艰难了，必须要免去一些不必要的困惑…,2
19170,难得看到你这个美食达人发吃的照片,5
19171,我木有作品的说…话说达人会用蔫白菜和火腿肠当食材么,5
19172,哈哈哈哈，用的食材么和懒散程度有关，这是不能否认你理论达人加实践达人的事实的！,0
19173,我是懒散达人！哈哈！,0
19174,哇哦，要结婚啦，求直播，求照片！~会回宁化请客吗？,5
19175,呵呵会啊，月底回宁化请，现在漳州哦,5
19176,哦，酱紫啊，哇塞，是周末咩？如果是我就冲回去看，嘿嘿~,0
19177,必须是周末啊，都是为广大亲朋好友挑的时间，我很多同学都会来参加,5
19178,大美人说好的请我吃东西呢,5
19179,难道请你两瓶葡萄糖注射液？李依晴加油！以后要好好吃饭！,5
19180,噢好的榕榕我也是醉了,5
19181,你最近说话颠三倒四的,5
19182,我想说如果真的是我心里的那些人我难过不比你们任何人少不只是因为冯薪朵还有别的原因好吗,5
19183,你先让自己冷静几个小时，再好好捋一捋,5
19184,其实没什么冷静的了我觉得这几天我真的想的挺明白了,5
19185,或者，你再想想你有没有想明白？,5
19186,高速免费，挤变常态！,5
19187,sir，中午好，广州有雨么？高速上好大雨，也不知道到哪了。,5
19188,天开始黑了，有黄色警告,5
19189,变天？上午出城个阵，仲系阳光灿烂嘎。,5
19190,竟然到了我大威海～欢迎欢迎,1
19191,你不是北京的？刚下飞机就各种被坑啊??求请吃海鲜补偿,5
19192,我是威海文登的-不过在北京～啧啧回不去阿，希望你这次行程愉快阿哈哈,0
19193,哈哈谢谢你也谢谢你还记得我,0
19194,厉害啊！！56万！看好你哟！！娜娜是谁！,1
19195,此秀丽姐非彼秀丽,5
19196,但我知道于大哥肯定是那个谁,5
19197,怎么让你说的这么暧昧,4
19198,可能是因为长得好看吧,1
19199,长得好看真的能当饭吃咯,1
19200,但是老白真的比小白好看,1
19201,这位朋友，请你摸着良心说话,5
19202,你做啥子那么危险，随时车祸？？,5
19203,就上下班路上嘛，侥幸活到现在,5
19204,太辛苦咯，那同学改天见个面呗，都怕见不到咯,5
19205,你这说的是要见最后一面一样,5
19206,亲爱的，杂没见你送我两年礼物？,5
19207,这不是穷哭了嘛```不然先支援我点,5
19208,全身上下加卡里五十不到，不谢,5
19209,我还有40不然支援你点买手机了？,5
19210,买了我妈支援的。前年掉了第二天就换了个盖世，现在你懂的，一入佛门深似海,5
19211,你能的怎么不要变态辣,5
19212,他们说中辣就很辣了??然而我一碗米饭都没吃完菜就没了,5
19213,他们的策略是让你多买饭吃吗,5
19214,米饭还免费来着,5
19215,因为你抛弃我们回到了长沙,5
19216,哼，姐姐明年还要抛弃你们,5
19217,那就继续跟猪队友组队吧嘻嘻嘻,0
19218,没事的，这是李梦梦的号,5
19219,生日快乐呀，原来老徐是巨蟹,1
19220,谢谢你！其实我是狮子座，昨天是我阴历生日,0
19221,是哦，我说我咋隐隐约约记得你是狮子座的呢，看来没记错哈,0
19222,你真是好记性！,1
19223,你祖宗十八代就是猪狗杂交出来的垃圾，十八代都是垃圾。你是最后一代，血脉死绝,4
19224,你不是我最后一代么？,4
19225,你全家老小，鸡犬不留，都赶紧去下地狱吧。,4
19226,你要是觉得遗憾、你就追随她而去、带上你的全家,4
19227,你赶紧去死吧！你全家老小鸡犬不留的死！,4
19228,我家那盆也如此，我以为是出妖孽连根拔了,5
19229,不拔，接着养，我就不像它不往下垂,5
19230,我是看见不爽的东西，但凡自己有能力毁灭之的就毁灭之,5
19231,我要好好教育之，让它老老实实地做到让我爽为止,5
19232,幸亏你不会玩lol,4
19233,死直男癌。天天拿我游戏和lol比。老子就不玩lol,4
19234,我只是想告诉你玩lol的话这种皮肤恐怕是要把你脚指头剁光都不够败的,4
19235,我玩王者也没怎么喜欢皮肤。只有这个内测皮肤例外，毕竟全峡谷没几个人有我这皮肤。,4
19236,我貌似过敏了~一胳膊疙瘩~难道是蚊子咬的？,2
19237,啊啊啊啊啊你带过敏药了没有,5
19238,没有~我也不知道咋回事，突然就有了~一会喝完叫我爹瞅瞅是咋回事,5
19239,妈蛋我忘记了啊你是学医的啊你自己看看是咋回事啊,5
19240,哈哈哈哈哈哈我是个庸医,0
19241,哈哈今年suqqu那盘简直和这个一毛一样,0
19242,suqqu我在英国永远买不到好的盘都被买光了,5
19243,哈哈哈哈今年圣诞那个好美！！目测买不到,0
19244,反正我也不奢望买suqqu网红盘了，看看博主们发的图就好了,5
19245,经纪人已经否认了之前是婚庆公司做广告炒作,5
19246,他们向来不是高调之人哈关键是大理旅游推广的今天来我们单位培训产品同事问起来人家说确有其事。,5
19247,人家可能也是听的八卦,5
19248,好吧都有可能哈,5
19249,我在广东工作，家在安徽，今年准备走回去,5
19250,哈哈哈我在浙江很幸运的抢到票了,0
19251,抢到一张上海的，只能从上海转,5
19252,太麻烦了??本来想要软卧没票还是硬座吧时间长是长了点但总比没有好太多了,5
19253,来来来，和姐姐一起别读了，你不适合读博，我听cc说连老师都嫌弃你,5
19254,晚上刚跟小伙伴们吐完槽??晚上上课论文又被老师给批惨了??我整个人都不好了,2
19255,patpat，你马上就能修炼好女博士的心和女神的貌了！,5
19256,博士虐我千万遍??我待博士如初恋,2
19257,小学妹真是厉害惹,1
19258,那可不～有学姐的英明指导,5
19259,我还要脸，低调低调,5
19260,信不信我把唯品会的链接甩在这！,5
19261,我讨厌卷发的女人，谁都不行,4
19262,我也讨厌满头的鸡毛卷啦。尾稍一点点卷，不过份吧。,4
19263,好吧，饶了你。晚安！,1
19264,这下我放心了。晚安！,1
19265,你是任孙子欺负的爷吗当然不是，欺负回去,4
19266,老子不明白每次去银行，总特么给我找事儿，身边要站个男一起去的，态度完全不一样,4
19267,靠，歧视单身狗还是怎样，你下次也带个男同事,4
19268,大概是不够职业吧,5
19269,原来说接济家里的90后，就是在说你,5
19270,什么呀，我妈是，一吵架就谈钱，翻脸不认人只认钱,5
19271,你妈多好，给你发那些微信文章，我爱看那些我觉得我适合和你妈交朋友,1
19272,哈哈哈哈，来，认个干妈吧,0
19273,后续应该只有yoho潮流志了吧，我姐会不会重复去年的记录连续七八个月抠脚？,5
19274,应该不会吧！四月份听说还有别的封面,5
19275,这么多？那今年实在太努力了,5
19276,美冰实力宠爱粉丝，去年有些粉丝对这方面不满意，所以今年努力做的做好,5
19277,话说你最近对麦咖啡情有独钟啊,5
19278,便宜，拿铁20一大杯。,5
19279,好贵啊，我这里浓缩咖啡只要0.7元一杯。,5
19280,跟你们比不了，你们那是咖啡原产国。,5
19281,你停在哪了？你家前面那条街边？那不能停么？没事没事，摸摸头。这罚单长得真没诚意,2
19282,嗯…就是街边…不能过夜停…真心累了~人生第一次罚单居然不够威武霸气~,2
19283,那你打算咋办？办个permit么,5
19284,问题来了…木有permit卖！,5
19285,好可爱的小脚！我妈妈开始为你们朵朵打羊毛衫！,1
19286,真的阿，帮我谢谢阿姨哦,1
19287,打好了告诉你们到时候地址发来！给你寄去！我老妈那手工活杠杠的！但愿朵朵会喜欢！,1
19288,好的，太感谢拉,1
